state,date,biometric,demographic,enrolment,total
Jharkhand,2025-10-13,46.0,6495.0,3031.0,9572.0
Jharkhand,2025-10-15,9858.0,12954.0,2154.0,24966.0
Jharkhand,2025-10-16,10315.0,14753.0,1191.0,26259.0
Jharkhand,2025-10-17,7228.0,11803.0,4478.0,23509.0
Jharkhand,2025-10-18,9247.0,3289.0,1868.0,14404.0
Jharkhand,2025-10-19,7223.0,7792.0,2219.0,17234.0
Jharkhand,2025-10-20,194.0,1886.0,504.0,2584.0
Jharkhand,2025-10-21,362.0,1801.0,192.0,2355.0
Jharkhand,2025-10-22,25.0,228.0,10.0,263.0
Jharkhand,2025-10-23,336.0,519.0,11.0,866.0
Jharkhand,2025-10-24,6759.0,11225.0,1133.0,19117.0
Jharkhand,2025-10-25,6135.0,12286.0,1891.0,20312.0
Jharkhand,2025-10-26,12129.0,8381.0,934.0,21444.0
Jharkhand,2025-10-27,7348.0,3597.0,696.0,11641.0
Jharkhand,2025-10-28,3156.0,3214.0,1191.0,7561.0
Jharkhand,2025-10-29,3168.0,4215.0,822.0,8205.0
Jharkhand,2025-10-30,2719.0,6917.0,1911.0,11547.0
Jharkhand,2025-10-31,3964.0,9925.0,1339.0,15228.0
Jharkhand,2025-11-01,2773.0,11559.0,359.0,14691.0
Jharkhand,2025-11-02,10574.0,2798.0,3900.0,17272.0
Jharkhand,2025-11-03,10685.0,11495.0,960.0,23140.0
Jharkhand,2025-11-04,2642.0,12402.0,49.0,15093.0
Jharkhand,2025-11-05,7610.0,4082.0,3332.0,15024.0
Jharkhand,2025-11-06,17271.0,18191.0,1646.0,37108.0
Jharkhand,2025-11-07,7951.0,9953.0,2300.0,20204.0
Jharkhand,2025-11-08,6212.0,10709.0,2438.0,19359.0
Jharkhand,2025-11-09,8793.0,2709.0,2509.0,14011.0
Jharkhand,2025-11-10,9422.0,11321.0,2930.0,23673.0
Jharkhand,2025-11-11,9270.0,10128.0,2073.0,21471.0
Jharkhand,2025-11-12,10396.0,14402.0,1271.0,26069.0
Jharkhand,2025-11-13,10633.0,4909.0,1059.0,16601.0
Jharkhand,2025-11-14,5139.0,7237.0,1452.0,13828.0
Jharkhand,2025-11-15,4691.0,8526.0,6941.0,20158.0
Jharkhand,2025-11-16,9827.0,2548.0,2103.0,14478.0
Jharkhand,2025-11-17,11351.0,8530.0,1121.0,21002.0
Jharkhand,2025-11-18,9436.0,15522.0,1549.0,26507.0
Jharkhand,2025-11-19,3800.0,16009.0,4583.0,24392.0
Jharkhand,2025-11-25,15579.0,2913.0,1856.0,20348.0
Jharkhand,2025-12-15,6817.0,6991.0,3793.0,17601.0
Jharkhand,2025-12-22,1.0,5997.0,2959.0,8957.0
Jharkhand,2025-12-23,2.0,15083.0,1214.0,16299.0
Jharkhand,2025-12-25,11547.0,3779.0,1568.0,16894.0
Jharkhand,2025-12-26,9972.0,9722.0,2111.0,21805.0
Jharkhand,2025-12-27,10136.0,12435.0,2721.0,25292.0
Jharkhand,2025-12-28,3057.0,3950.0,1546.0,8553.0
Jharkhand,2025-12-29,7396.0,4793.0,1522.0,13711.0
Karnataka,2025-04-01,300403.0,67238.0,9586.0,377227.0
Karnataka,2025-05-01,354026.0,107081.0,5491.0,466598.0
Karnataka,2025-06-01,337504.0,84681.0,11685.0,433870.0
Karnataka,2025-07-01,374362.0,77760.0,15263.0,467385.0
Karnataka,2025-09-01,12728.0,13514.0,3693.0,29935.0
Karnataka,2025-09-02,15474.0,14399.0,3449.0,33322.0
Karnataka,2025-09-03,11952.0,10592.0,3041.0,25585.0
Karnataka,2025-09-04,12962.0,6828.0,2949.0,22739.0
Karnataka,2025-09-05,3172.0,5097.0,605.0,8874.0
Karnataka,2025-09-06,7833.0,9059.0,2894.0,19786.0
Karnataka,2025-09-07,2638.0,2028.0,549.0,5215.0
Karnataka,2025-09-08,14165.0,20461.0,3683.0,38309.0
Karnataka,2025-09-09,12848.0,16600.0,3556.0,33004.0
Karnataka,2025-09-10,9364.0,14371.0,3349.0,27084.0
Karnataka,2025-09-11,12218.0,10257.0,3133.0,25608.0
Karnataka,2025-09-12,11492.0,11453.0,3258.0,26203.0
Karnataka,2025-09-13,7771.0,8201.0,1727.0,17699.0
Karnataka,2025-09-14,2707.0,2345.0,560.0,5612.0
Karnataka,2025-09-15,13173.0,15722.0,2024.0,30919.0
Karnataka,2025-09-16,12435.0,7504.0,2259.0,22198.0
Karnataka,2025-09-17,12930.0,13000.0,2106.0,28036.0
Karnataka,2025-09-18,12952.0,12051.0,2058.0,27061.0
Karnataka,2025-09-19,13000.0,6745.0,1979.0,21724.0
Karnataka,2025-09-20,15792.0,11213.0,1821.0,28826.0
Karnataka,2025-10-13,67.0,4240.0,3653.0,7960.0
Karnataka,2025-10-15,8795.0,15061.0,2256.0,26112.0
Karnataka,2025-10-16,10900.0,19615.0,1350.0,31865.0
Karnataka,2025-10-17,10354.0,10864.0,3877.0,25095.0
Karnataka,2025-10-18,9898.0,5901.0,2168.0,17967.0
Karnataka,2025-10-19,15697.0,10244.0,3098.0,29039.0
Karnataka,2025-10-20,2700.0,5176.0,459.0,8335.0
Karnataka,2025-10-21,742.0,2056.0,452.0,3250.0
Karnataka,2025-10-22,43.0,417.0,3.0,463.0
Karnataka,2025-10-23,21.0,1284.0,13.0,1318.0
Karnataka,2025-10-24,10410.0,15188.0,1066.0,26664.0
Karnataka,2025-10-25,17941.0,16768.0,918.0,35627.0
Karnataka,2025-10-26,14510.0,11454.0,1683.0,27647.0
Karnataka,2025-10-27,12450.0,6549.0,635.0,19634.0
Karnataka,2025-10-28,9020.0,10431.0,1368.0,20819.0
Karnataka,2025-10-29,17304.0,8164.0,2263.0,27731.0
Karnataka,2025-10-30,15141.0,11594.0,5514.0,32249.0
Karnataka,2025-10-31,17082.0,16973.0,5277.0,39332.0
Karnataka,2025-11-01,8818.0,9639.0,652.0,19109.0
Karnataka,2025-11-02,10337.0,3413.0,3970.0,17720.0
Karnataka,2025-11-03,6733.0,10863.0,782.0,18378.0
Karnataka,2025-11-04,10166.0,15229.0,2.0,25397.0
Karnataka,2025-11-05,18396.0,7915.0,2660.0,28971.0
Karnataka,2025-11-06,15071.0,20938.0,1908.0,37917.0
Karnataka,2025-11-07,8904.0,14757.0,1518.0,25179.0
Karnataka,2025-11-08,20170.0,11358.0,1571.0,33099.0
Karnataka,2025-11-09,3149.0,3118.0,1350.0,7617.0
Karnataka,2025-11-10,14192.0,12505.0,2994.0,29691.0
Karnataka,2025-11-11,8033.0,11567.0,2688.0,22288.0
Karnataka,2025-11-12,16691.0,15701.0,1141.0,33533.0
Karnataka,2025-11-13,15193.0,4960.0,1198.0,21351.0
Karnataka,2025-11-14,13806.0,9560.0,1880.0,25246.0
Karnataka,2025-11-15,11572.0,11358.0,5210.0,28140.0
Karnataka,2025-11-16,4121.0,3251.0,2429.0,9801.0
Karnataka,2025-11-17,8146.0,7054.0,2441.0,17641.0
Karnataka,2025-11-18,17032.0,9778.0,3707.0,30517.0
Karnataka,2025-11-19,12827.0,10132.0,5337.0,28296.0
Karnataka,2025-11-25,7650.0,5447.0,3822.0,16919.0
Karnataka,2025-12-15,9506.0,5482.0,7448.0,22436.0
Karnataka,2025-12-22,1.0,8231.0,6600.0,14832.0
Karnataka,2025-12-23,11.0,18255.0,2676.0,20942.0
Karnataka,2025-12-25,19552.0,8993.0,2020.0,30565.0
Karnataka,2025-12-26,21030.0,12953.0,3424.0,37407.0
Karnataka,2025-12-27,18444.0,14241.0,1699.0,34384.0
Karnataka,2025-12-28,5311.0,8342.0,1927.0,15580.0
Karnataka,2025-12-29,16526.0,4138.0,3985.0,24649.0
Kerala,2025-04-01,180318.0,0.0,0.0,180318.0
Kerala,2025-05-01,247491.0,0.0,380.0,247871.0
Kerala,2025-06-01,223183.0,0.0,186.0,223369.0
Kerala,2025-07-01,231320.0,0.0,474.0,231794.0
Kerala,2025-09-01,9955.0,8851.0,1171.0,19977.0
Kerala,2025-09-02,10769.0,7233.0,1132.0,19134.0
Kerala,2025-09-03,7732.0,5665.0,1001.0,14398.0
Kerala,2025-09-04,1786.0,866.0,269.0,2921.0
Kerala,2025-09-05,32.0,99.0,5.0,136.0
Kerala,2025-09-06,798.0,578.0,142.0,1518.0
Kerala,2025-09-07,72.0,77.0,14.0,163.0
Kerala,2025-09-08,9671.0,11564.0,1279.0,22514.0
Kerala,2025-09-09,9048.0,11202.0,1315.0,21565.0
Kerala,2025-09-10,6974.0,9191.0,1201.0,17366.0
Kerala,2025-09-11,8056.0,6855.0,1155.0,16066.0
Kerala,2025-09-12,8046.0,6050.0,1059.0,15155.0
Kerala,2025-09-13,8250.0,6446.0,1210.0,15906.0
Kerala,2025-09-14,95.0,147.0,20.0,262.0
Kerala,2025-09-15,8391.0,6597.0,674.0,15662.0
Kerala,2025-09-16,8025.0,5174.0,798.0,13997.0
Kerala,2025-09-17,7333.0,10167.0,800.0,18300.0
Kerala,2025-09-18,7423.0,8275.0,754.0,16452.0
Kerala,2025-09-19,7255.0,4818.0,665.0,12738.0
Kerala,2025-09-20,10929.0,7407.0,1022.0,19358.0
Kerala,2025-10-13,68.0,2754.0,1232.0,4054.0
Kerala,2025-10-15,4331.0,9208.0,641.0,14180.0
Kerala,2025-10-16,4470.0,10622.0,629.0,15721.0
Kerala,2025-10-17,4431.0,7015.0,1564.0,13010.0
Kerala,2025-10-18,6616.0,5156.0,775.0,12547.0
Kerala,2025-10-19,10702.0,7317.0,1225.0,19244.0
Kerala,2025-10-20,1144.0,2319.0,400.0,3863.0
Kerala,2025-10-21,1105.0,1538.0,196.0,2839.0
Kerala,2025-10-22,84.0,318.0,4.0,406.0
Kerala,2025-10-23,159.0,833.0,61.0,1053.0
Kerala,2025-10-24,7320.0,15098.0,1340.0,23758.0
Kerala,2025-10-25,13576.0,10694.0,1541.0,25811.0
Kerala,2025-10-26,8766.0,11980.0,485.0,21231.0
Kerala,2025-10-27,5713.0,3171.0,910.0,9794.0
Kerala,2025-10-28,3775.0,5535.0,1025.0,10335.0
Kerala,2025-10-29,3611.0,5301.0,774.0,9686.0
Kerala,2025-10-30,10782.0,7061.0,3070.0,20913.0
Kerala,2025-10-31,9699.0,13313.0,1253.0,24265.0
Kerala,2025-11-01,3182.0,7403.0,267.0,10852.0
Kerala,2025-11-02,7085.0,1572.0,2176.0,10833.0
Kerala,2025-11-03,4193.0,7107.0,533.0,11833.0
Kerala,2025-11-04,9223.0,12377.0,11.0,21611.0
Kerala,2025-11-05,8672.0,8141.0,1763.0,18576.0
Kerala,2025-11-06,8396.0,11986.0,863.0,21245.0
Kerala,2025-11-07,7143.0,10621.0,633.0,18397.0
Kerala,2025-11-08,9453.0,8995.0,822.0,19270.0
Kerala,2025-11-09,3569.0,1921.0,1048.0,6538.0
Kerala,2025-11-10,5000.0,8203.0,1092.0,14295.0
Kerala,2025-11-11,5586.0,6653.0,982.0,13221.0
Kerala,2025-11-12,9497.0,10308.0,705.0,20510.0
Kerala,2025-11-13,6154.0,3241.0,625.0,10020.0
Kerala,2025-11-14,10360.0,8496.0,605.0,19461.0
Kerala,2025-11-15,7246.0,9603.0,3262.0,20111.0
Kerala,2025-11-16,5498.0,2444.0,882.0,8824.0
Kerala,2025-11-17,4912.0,5774.0,512.0,11198.0
Kerala,2025-11-18,8865.0,9759.0,1920.0,20544.0
Kerala,2025-11-19,7009.0,8465.0,3001.0,18475.0
Kerala,2025-11-25,11885.0,4240.0,1344.0,17469.0
Kerala,2025-12-15,4040.0,2692.0,2467.0,9199.0
Kerala,2025-12-22,0.0,3765.0,2963.0,6728.0
Kerala,2025-12-23,2.0,10556.0,1080.0,11638.0
Kerala,2025-12-25,11738.0,4789.0,897.0,17424.0
Kerala,2025-12-26,10233.0,10436.0,717.0,21386.0
Kerala,2025-12-27,13069.0,10587.0,659.0,24315.0
Kerala,2025-12-28,3978.0,4727.0,590.0,9295.0
Kerala,2025-12-29,10226.0,3386.0,1137.0,14749.0
Ladakh,2025-04-01,1003.0,0.0,0.0,1003.0
Ladakh,2025-05-01,552.0,0.0,0.0,552.0
Ladakh,2025-06-01,339.0,0.0,0.0,339.0
Ladakh,2025-07-01,652.0,0.0,0.0,652.0
Ladakh,2025-09-01,26.0,29.0,15.0,70.0
Ladakh,2025-09-02,4.0,26.0,10.0,40.0
Ladakh,2025-09-03,3.0,10.0,0.0,13.0
Ladakh,2025-09-04,19.0,25.0,10.0,54.0
Ladakh,2025-09-05,3.0,14.0,5.0,22.0
Ladakh,2025-09-06,12.0,14.0,5.0,31.0
Ladakh,2025-09-07,4.0,4.0,1.0,9.0
Ladakh,2025-09-08,12.0,60.0,8.0,80.0
Ladakh,2025-09-09,12.0,31.0,6.0,49.0
Ladakh,2025-09-10,18.0,29.0,24.0,71.0
Ladakh,2025-09-11,4.0,33.0,3.0,40.0
Ladakh,2025-09-12,23.0,40.0,13.0,76.0
Ladakh,2025-09-13,91.0,33.0,10.0,134.0
Ladakh,2025-09-14,2.0,3.0,0.0,5.0
Ladakh,2025-09-15,108.0,9.0,10.0,127.0
Ladakh,2025-09-16,91.0,27.0,8.0,126.0
Ladakh,2025-09-17,82.0,49.0,7.0,138.0
Ladakh,2025-09-18,77.0,18.0,8.0,103.0
Ladakh,2025-09-19,75.0,13.0,2.0,90.0
Ladakh,2025-09-20,47.0,5.0,6.0,58.0
Ladakh,2025-10-13,0.0,1.0,10.0,11.0
Ladakh,2025-10-15,39.0,30.0,9.0,78.0
Ladakh,2025-10-16,29.0,43.0,10.0,82.0
Ladakh,2025-10-17,37.0,9.0,17.0,63.0
Ladakh,2025-10-18,47.0,12.0,4.0,63.0
Ladakh,2025-10-19,18.0,21.0,0.0,39.0
Ladakh,2025-10-20,3.0,10.0,3.0,16.0
Ladakh,2025-10-21,8.0,6.0,2.0,16.0
Ladakh,2025-10-22,1.0,1.0,0.0,2.0
Ladakh,2025-10-23,5.0,5.0,1.0,11.0
Ladakh,2025-10-24,43.0,21.0,10.0,74.0
Ladakh,2025-10-25,55.0,14.0,7.0,76.0
Ladakh,2025-10-26,26.0,31.0,3.0,60.0
Ladakh,2025-10-27,25.0,18.0,1.0,44.0
Ladakh,2025-10-28,13.0,30.0,3.0,46.0
Ladakh,2025-10-29,20.0,13.0,4.0,37.0
Ladakh,2025-10-30,34.0,31.0,19.0,84.0
Ladakh,2025-10-31,25.0,43.0,8.0,76.0
Ladakh,2025-11-01,9.0,8.0,0.0,17.0
Ladakh,2025-11-02,34.0,16.0,14.0,64.0
Ladakh,2025-11-03,29.0,40.0,6.0,75.0
Ladakh,2025-11-04,21.0,13.0,0.0,34.0
Ladakh,2025-11-05,19.0,32.0,13.0,64.0
Ladakh,2025-11-06,22.0,49.0,5.0,76.0
Ladakh,2025-11-07,14.0,41.0,6.0,61.0
Ladakh,2025-11-08,17.0,24.0,7.0,48.0
Ladakh,2025-11-09,16.0,19.0,12.0,47.0
Ladakh,2025-11-10,12.0,24.0,11.0,47.0
Ladakh,2025-11-11,22.0,42.0,4.0,68.0
Ladakh,2025-11-12,23.0,12.0,2.0,37.0
Ladakh,2025-11-13,20.0,8.0,5.0,33.0
Ladakh,2025-11-14,21.0,31.0,10.0,62.0
Ladakh,2025-11-15,14.0,41.0,25.0,80.0
Ladakh,2025-11-16,19.0,20.0,11.0,50.0
Ladakh,2025-11-17,31.0,36.0,2.0,69.0
Ladakh,2025-11-18,25.0,90.0,7.0,122.0
Ladakh,2025-11-19,29.0,77.0,19.0,125.0
Ladakh,2025-11-25,26.0,34.0,14.0,74.0
Ladakh,2025-12-15,32.0,26.0,31.0,89.0
Ladakh,2025-12-22,0.0,42.0,10.0,52.0
Ladakh,2025-12-23,0.0,50.0,5.0,55.0
Ladakh,2025-12-25,41.0,44.0,7.0,92.0
Ladakh,2025-12-26,44.0,81.0,19.0,144.0
Ladakh,2025-12-27,28.0,25.0,14.0,67.0
Ladakh,2025-12-28,30.0,81.0,23.0,134.0
Ladakh,2025-12-29,34.0,35.0,27.0,96.0
Lakshadweep,2025-04-01,706.0,0.0,0.0,706.0
Lakshadweep,2025-05-01,701.0,0.0,0.0,701.0
Lakshadweep,2025-06-01,574.0,0.0,0.0,574.0
Lakshadweep,2025-07-01,608.0,0.0,0.0,608.0
Lakshadweep,2025-09-01,15.0,10.0,1.0,26.0
Lakshadweep,2025-09-02,14.0,19.0,1.0,34.0
Lakshadweep,2025-09-03,11.0,13.0,3.0,27.0
Lakshadweep,2025-09-04,6.0,3.0,2.0,11.0
Lakshadweep,2025-09-06,13.0,7.0,2.0,22.0
Lakshadweep,2025-09-07,8.0,0.0,0.0,8.0
Lakshadweep,2025-09-08,39.0,26.0,3.0,68.0
Lakshadweep,2025-09-09,19.0,5.0,3.0,27.0
Lakshadweep,2025-09-10,32.0,29.0,3.0,64.0
Lakshadweep,2025-09-11,14.0,13.0,7.0,34.0
Lakshadweep,2025-09-12,11.0,5.0,4.0,20.0
Lakshadweep,2025-09-13,24.0,25.0,3.0,52.0
Lakshadweep,2025-09-14,3.0,1.0,0.0,4.0
Lakshadweep,2025-09-15,28.0,20.0,4.0,52.0
Lakshadweep,2025-09-16,18.0,12.0,2.0,32.0
Lakshadweep,2025-09-17,23.0,21.0,6.0,50.0
Lakshadweep,2025-09-18,23.0,9.0,6.0,38.0
Lakshadweep,2025-09-19,18.0,9.0,2.0,29.0
Lakshadweep,2025-09-20,22.0,16.0,1.0,39.0
Lakshadweep,2025-10-13,0.0,5.0,1.0,6.0
Lakshadweep,2025-10-15,26.0,19.0,1.0,46.0
Lakshadweep,2025-10-16,29.0,43.0,3.0,75.0
Lakshadweep,2025-10-17,23.0,19.0,10.0,52.0
Lakshadweep,2025-10-18,29.0,5.0,1.0,35.0
Lakshadweep,2025-10-19,71.0,14.0,3.0,88.0
Lakshadweep,2025-10-20,27.0,8.0,2.0,37.0
Lakshadweep,2025-10-21,14.0,3.0,3.0,20.0
Lakshadweep,2025-10-23,1.0,5.0,0.0,6.0
Lakshadweep,2025-10-24,19.0,44.0,0.0,63.0
Lakshadweep,2025-10-25,64.0,4.0,4.0,72.0
Lakshadweep,2025-10-26,33.0,20.0,2.0,55.0
Lakshadweep,2025-10-27,24.0,10.0,0.0,34.0
Lakshadweep,2025-10-28,15.0,0.0,2.0,17.0
Lakshadweep,2025-10-29,12.0,13.0,0.0,25.0
Lakshadweep,2025-10-30,36.0,13.0,9.0,58.0
Lakshadweep,2025-10-31,35.0,17.0,3.0,55.0
Lakshadweep,2025-11-01,8.0,16.0,2.0,26.0
Lakshadweep,2025-11-02,15.0,3.0,12.0,30.0
Lakshadweep,2025-11-03,14.0,14.0,2.0,30.0
Lakshadweep,2025-11-04,22.0,11.0,0.0,33.0
Lakshadweep,2025-11-05,31.0,10.0,5.0,46.0
Lakshadweep,2025-11-06,12.0,23.0,5.0,40.0
Lakshadweep,2025-11-07,12.0,16.0,1.0,29.0
Lakshadweep,2025-11-08,20.0,14.0,1.0,35.0
Lakshadweep,2025-11-09,11.0,4.0,2.0,17.0
Lakshadweep,2025-11-10,8.0,25.0,7.0,40.0
Lakshadweep,2025-11-11,19.0,7.0,1.0,27.0
Lakshadweep,2025-11-12,44.0,8.0,0.0,52.0
Lakshadweep,2025-11-13,44.0,4.0,1.0,49.0
Lakshadweep,2025-11-14,42.0,5.0,2.0,49.0
Lakshadweep,2025-11-15,16.0,21.0,5.0,42.0
Lakshadweep,2025-11-16,17.0,11.0,3.0,31.0
Lakshadweep,2025-11-17,10.0,12.0,2.0,24.0
Lakshadweep,2025-11-18,15.0,18.0,1.0,34.0
Lakshadweep,2025-11-19,16.0,18.0,6.0,40.0
Lakshadweep,2025-11-25,64.0,4.0,6.0,74.0
Lakshadweep,2025-12-15,12.0,1.0,9.0,22.0
Lakshadweep,2025-12-22,0.0,2.0,5.0,7.0
Lakshadweep,2025-12-23,0.0,9.0,2.0,11.0
Lakshadweep,2025-12-25,32.0,5.0,1.0,38.0
Lakshadweep,2025-12-26,26.0,16.0,0.0,42.0
Lakshadweep,2025-12-27,18.0,23.0,0.0,41.0
Lakshadweep,2025-12-28,7.0,11.0,1.0,19.0
Lakshadweep,2025-12-29,25.0,3.0,6.0,34.0
Madanapalle,2025-12-27,0.0,2.0,0.0,2.0
Madhya Pradesh,2025-04-01,834670.0,181014.0,17351.0,1033035.0
Madhya Pradesh,2025-05-01,779064.0,263262.0,10603.0,1052929.0
Madhya Pradesh,2025-06-01,891131.0,203880.0,18154.0,1113165.0
Madhya Pradesh,2025-07-01,1004035.0,336817.0,63188.0,1404040.0
Madhya Pradesh,2025-09-01,33589.0,16330.0,6305.0,56224.0
Madhya Pradesh,2025-09-02,26669.0,18413.0,6759.0,51841.0
Madhya Pradesh,2025-09-03,24044.0,12963.0,5645.0,42652.0
Madhya Pradesh,2025-09-04,29386.0,14017.0,5697.0,49100.0
Madhya Pradesh,2025-09-05,1976.0,6565.0,846.0,9387.0
Madhya Pradesh,2025-09-06,15306.0,8606.0,3912.0,27824.0
Madhya Pradesh,2025-09-07,598.0,1636.0,496.0,2730.0
Madhya Pradesh,2025-09-08,40574.0,28065.0,7778.0,76417.0
Madhya Pradesh,2025-09-09,32745.0,23204.0,8620.0,64569.0
Madhya Pradesh,2025-09-10,20066.0,26195.0,8260.0,54521.0
Madhya Pradesh,2025-09-11,30868.0,19314.0,6707.0,56889.0
Madhya Pradesh,2025-09-12,30254.0,19805.0,7930.0,57989.0
Madhya Pradesh,2025-09-13,24245.0,18146.0,6186.0,48577.0
Madhya Pradesh,2025-09-14,1050.0,2124.0,604.0,3778.0
Madhya Pradesh,2025-09-15,32059.0,18051.0,5238.0,55348.0
Madhya Pradesh,2025-09-16,32282.0,18272.0,6736.0,57290.0
Madhya Pradesh,2025-09-17,30378.0,26268.0,7017.0,63663.0
Madhya Pradesh,2025-09-18,29939.0,21519.0,6104.0,57562.0
Madhya Pradesh,2025-09-19,14460.0,11199.0,4399.0,30058.0
Madhya Pradesh,2025-09-20,23999.0,13979.0,4578.0,42556.0
Madhya Pradesh,2025-10-13,18.0,6223.0,4518.0,10759.0
Madhya Pradesh,2025-10-15,22048.0,18175.0,4926.0,45149.0
Madhya Pradesh,2025-10-16,19103.0,22392.0,2493.0,43988.0
Madhya Pradesh,2025-10-17,12379.0,8871.0,7727.0,28977.0
Madhya Pradesh,2025-10-18,24517.0,9057.0,4193.0,37767.0
Madhya Pradesh,2025-10-19,13533.0,11400.0,3356.0,28289.0
Madhya Pradesh,2025-10-20,483.0,2266.0,591.0,3340.0
Madhya Pradesh,2025-10-21,944.0,3061.0,281.0,4286.0
Madhya Pradesh,2025-10-22,51.0,415.0,14.0,480.0
Madhya Pradesh,2025-10-23,511.0,1296.0,26.0,1833.0
Madhya Pradesh,2025-10-24,8309.0,10712.0,1325.0,20346.0
Madhya Pradesh,2025-10-25,11038.0,14503.0,3752.0,29293.0
Madhya Pradesh,2025-10-26,16868.0,16343.0,1920.0,35131.0
Madhya Pradesh,2025-10-27,24242.0,4683.0,1604.0,30529.0
Madhya Pradesh,2025-10-28,12476.0,8518.0,3021.0,24015.0
Madhya Pradesh,2025-10-29,25284.0,13865.0,1948.0,41097.0
Madhya Pradesh,2025-10-30,21744.0,13222.0,14545.0,49511.0
Madhya Pradesh,2025-10-31,18072.0,21037.0,7384.0,46493.0
Madhya Pradesh,2025-11-01,12694.0,11218.0,1297.0,25209.0
Madhya Pradesh,2025-11-02,34808.0,5187.0,10016.0,50011.0
Madhya Pradesh,2025-11-03,38064.0,20435.0,2753.0,61252.0
Madhya Pradesh,2025-11-04,2975.0,20206.0,132.0,23313.0
Madhya Pradesh,2025-11-05,18381.0,10124.0,7073.0,35578.0
Madhya Pradesh,2025-11-06,27731.0,23064.0,3862.0,54657.0
Madhya Pradesh,2025-11-07,12664.0,23592.0,4206.0,40462.0
Madhya Pradesh,2025-11-08,13772.0,12848.0,5625.0,32245.0
Madhya Pradesh,2025-11-09,27251.0,5580.0,5078.0,37909.0
Madhya Pradesh,2025-11-10,17837.0,15569.0,6084.0,39490.0
Madhya Pradesh,2025-11-11,22566.0,14950.0,5088.0,42604.0
Madhya Pradesh,2025-11-12,18491.0,15847.0,3190.0,37528.0
Madhya Pradesh,2025-11-13,26835.0,6787.0,2745.0,36367.0
Madhya Pradesh,2025-11-14,8612.0,14431.0,4564.0,27607.0
Madhya Pradesh,2025-11-15,10095.0,11320.0,12930.0,34345.0
Madhya Pradesh,2025-11-16,24333.0,2791.0,4476.0,31600.0
Madhya Pradesh,2025-11-17,25105.0,9646.0,2793.0,37544.0
Madhya Pradesh,2025-11-18,19180.0,17858.0,5366.0,42404.0
Madhya Pradesh,2025-11-19,12228.0,19389.0,11314.0,42931.0
Madhya Pradesh,2025-11-25,24889.0,5302.0,4943.0,35134.0
Madhya Pradesh,2025-12-15,22787.0,6285.0,13434.0,42506.0
Madhya Pradesh,2025-12-22,1.0,8653.0,14226.0,22880.0
Madhya Pradesh,2025-12-23,15.0,22000.0,6087.0,28102.0
Madhya Pradesh,2025-12-25,39809.0,9234.0,4809.0,53852.0
Madhya Pradesh,2025-12-26,32302.0,23849.0,5682.0,61833.0
Madhya Pradesh,2025-12-27,33589.0,19320.0,7073.0,59982.0
Madhya Pradesh,2025-12-28,11289.0,10170.0,3888.0,25347.0
Madhya Pradesh,2025-12-29,23341.0,9763.0,4900.0,38004.0
Maharashtra,2025-04-01,846049.0,62436.0,10591.0,919076.0
Maharashtra,2025-05-01,947776.0,90731.0,9849.0,1048356.0
Maharashtra,2025-06-01,1017490.0,107102.0,10649.0,1135241.0
Maharashtra,2025-07-01,1230369.0,133381.0,54767.0,1418517.0
Maharashtra,2025-09-01,32183.0,15564.0,3693.0,51440.0
Maharashtra,2025-09-02,43056.0,15544.0,4528.0,63128.0
Maharashtra,2025-09-03,37955.0,15817.0,4955.0,58727.0
Maharashtra,2025-09-04,46435.0,20019.0,4557.0,71011.0
Maharashtra,2025-09-05,6914.0,9440.0,827.0,17181.0
Maharashtra,2025-09-06,16282.0,6014.0,1987.0,24283.0
Maharashtra,2025-09-07,2615.0,2427.0,488.0,5530.0
Maharashtra,2025-09-08,62188.0,24904.0,5346.0,92438.0
Maharashtra,2025-09-09,59000.0,25936.0,6042.0,90978.0
Maharashtra,2025-09-10,53684.0,31576.0,5857.0,91117.0
Maharashtra,2025-09-11,66662.0,18456.0,5454.0,90572.0
Maharashtra,2025-09-12,78201.0,24035.0,5924.0,108160.0
Maharashtra,2025-09-13,58912.0,20337.0,4288.0,83537.0
Maharashtra,2025-09-14,10899.0,3434.0,828.0,15161.0
Maharashtra,2025-09-15,87339.0,20687.0,3567.0,111593.0
Maharashtra,2025-09-16,94728.0,23869.0,4664.0,123261.0
Maharashtra,2025-09-17,89030.0,28914.0,4486.0,122430.0
Maharashtra,2025-09-18,100270.0,23067.0,4837.0,128174.0
Maharashtra,2025-09-19,99163.0,16753.0,4490.0,120406.0
Maharashtra,2025-09-20,78827.0,20570.0,4096.0,103493.0
Maharashtra,2025-10-13,246.0,24618.0,4244.0,29108.0
Maharashtra,2025-10-15,50410.0,48826.0,5412.0,104648.0
Maharashtra,2025-10-16,39362.0,66176.0,2565.0,108103.0
Maharashtra,2025-10-17,55178.0,30873.0,6616.0,92667.0
Maharashtra,2025-10-18,52279.0,24807.0,3881.0,80967.0
Maharashtra,2025-10-19,62153.0,25898.0,4087.0,92138.0
Maharashtra,2025-10-20,18526.0,18412.0,1401.0,38339.0
Maharashtra,2025-10-21,12025.0,3743.0,416.0,16184.0
Maharashtra,2025-10-22,314.0,719.0,6.0,1039.0
Maharashtra,2025-10-23,1961.0,1686.0,11.0,3658.0
Maharashtra,2025-10-24,17585.0,33103.0,1347.0,52035.0
Maharashtra,2025-10-25,34806.0,48147.0,2399.0,85352.0
