region,enrol_mean,enrol_std,active_days,bio_mean,bio_std,demo_mean,demo_std,enrol_cv,bio_cv,demo_cv,high_variance
MADHYA PRADESH - GWALIOR,243.12857142857143,573.4729671914614,70,1444.2857142857142,4164.798911730948,740.5142857142857,1485.2087906980864,2.3587,2.8836,2.0056,True
ANDHRA PRADESH - K.V. RANGAREDDY,0.23809523809523808,0.5597892954492246,63,4.936507936507937,5.266672499948159,2.0634920634920637,1.9249886122245141,2.3511,1.0669,0.9329,True
CHHATTISGARH - BIJAPUR,86.2,202.4158153871396,70,307.14285714285717,746.4120998311369,83.91428571428571,76.25942428946512,2.3482,2.4302,0.9088,True
ARUNACHAL PRADESH - KAMLE,0.5217391304347826,1.2245476341133328,46,3.0434782608695654,10.195764963376014,6.782608695652174,17.20453821715946,2.347,3.35,2.5366,True
WEST BENGAL - HAWRAH,0.2727272727272727,0.6310850959010189,22,0.5,0.6725927091345493,1.0454545454545454,1.0900971004051374,2.314,1.3452,1.0427,True
UTTAR PRADESH - KANPUR DEHAT,106.04285714285714,244.46981590836353,70,857.9571428571429,2237.9679670015503,510.9428571428571,328.20040209260475,2.3054,2.6085,0.6423,True
WESTBENGAL - HOOGHLY,0.16279069767441862,0.37354368381881425,43,0.46511627906976744,0.8266062922260692,2.2325581395348837,1.411470177515453,2.2946,1.7772,0.6322,True
MADHYA PRADESH - PANDHURNA,1.3548387096774193,3.105240278412239,62,5.080645161290323,10.737246933366624,9.17741935483871,6.617225889826968,2.292,2.1134,0.721,True
PUNJAB - KAPURTHALA,50.285714285714285,115.08335263551469,70,570.1571428571428,1647.8193023536014,133.94285714285715,91.11020333167255,2.2886,2.8901,0.6802,True
CHHATTISGARH - MOHALLA-MANPUR-AMBAGARH CHOWKI,0.3170731707317073,0.7224619156136848,41,0.8536585365853658,1.1081736238008035,1.2926829268292683,1.2498780428310674,2.2785,1.2981,0.9669,True
MADHYA PRADESH - ALIRAJPUR,92.78571428571429,211.3233591248285,70,756.8714285714286,2259.7336185285367,145.54285714285714,105.81576629933521,2.2775,2.9856,0.727,True
ASSAM - CHARAIDEO,15.914285714285715,36.07108234259764,70,100.47142857142858,216.33171800575366,87.02857142857142,62.56497409443124,2.2666,2.1532,0.7189,True
WEST BENGAL - BURDWAN,0.4,0.8944271909999159,5,1.0,0.7071067811865476,0.0,0.0,2.2361,0.7071,,True
ORISSA - KHORDA,0.2,0.447213595499958,5,0.4,0.5477225575051662,0.6,0.8944271909999159,2.2361,1.3693,1.4907,True
ANDAMAN & NICOBAR ISLANDS - NICOBARS,0.2,0.447213595499958,5,0.2,0.447213595499958,0.8,0.8366600265340756,2.2361,2.2361,1.0458,True
UTTAR PRADESH - GAUTAM BUDDHA NAGAR,243.37142857142857,542.7501672955789,70,1028.3285714285714,2634.7844381284262,1575.642857142857,4750.719164583962,2.2301,2.5622,3.0151,True
MAHARASHTRA - DHULE,160.34285714285716,351.4066922442389,70,2334.5714285714284,5474.495700608727,642.2142857142857,607.5591196344037,2.1916,2.345,0.946,True
MAHARASHTRA - BEED,134.55714285714285,293.94318862094076,70,2963.3,6868.887590780809,1737.7857142857142,1751.2476785643478,2.1845,2.318,1.0077,True
BIHAR - NAWADA,199.1,430.86001459164567,70,883.8857142857142,2451.0408587164166,745.6428571428571,550.0080641230762,2.164,2.773,0.7376,True
TAMIL NADU - KALLAKURICHI,13.485714285714286,28.90250621355233,70,49.05714285714286,109.46641146075466,84.31428571428572,50.410357475292216,2.1432,2.2314,0.5979,True
DELHI - NORTH DELHI,58.457142857142856,125.22821899355645,70,702.9285714285714,2014.7581673950067,966.1571428571428,3228.048702269469,2.1422,2.8662,3.3411,True
GUJARAT - SURAT,340.0,727.6583447378766,70,3193.1714285714284,8798.45077102704,3528.7428571428572,8914.807234027878,2.1402,2.7554,2.5263,True
WEST BENGAL - DARJEELING,98.6,210.4692755297765,70,439.84285714285716,1127.5998575365093,428.5285714285714,272.5519081754951,2.1346,2.5636,0.636,True
UTTAR PRADESH - MORADABAD,292.5857142857143,618.8453599269413,70,1788.7285714285715,4179.10152579953,1559.1714285714286,3393.573995500902,2.1151,2.3364,2.1765,True
RAJASTHAN - DEEG,0.8,1.6881943016134129,65,1.6,2.4545875417267156,13.215384615384615,8.924146156097212,2.1102,1.5341,0.6753,True
DADRA AND NAGAR HAVELI AND DAMAN AND DIU - DIU,0.34,0.7174216873994127,50,0.56,0.8843307166024094,2.66,2.4041630560342613,2.1101,1.5792,0.9038,True
WEST BENGAL - WEST MEDINIPUR,0.2,0.4216370213557839,10,0.3,0.48304589153964794,0.9,1.1005049346146119,2.1082,1.6102,1.2228,True
MAHARASHTRA - AURANGABAD,218.71428571428572,456.8313405470382,70,3588.4857142857145,8052.398365817599,1535.1571428571428,1461.3522290218339,2.0887,2.244,0.9519,True
GUJARAT - MAHISAGAR,33.68115942028985,70.32539762829036,69,346.3768115942029,996.3448065665004,54.391304347826086,37.07274938284277,2.088,2.8765,0.6816,True
DELHI - EAST DELHI,144.9857142857143,301.1423897816371,70,1464.0285714285715,4403.787740450254,2222.1714285714284,7383.674575105266,2.077,3.008,3.3227,True
NAGALAND - NIULAND,0.4909090909090909,1.0160330862345144,55,3.5272727272727273,13.100543592700356,2.5454545454545454,2.4930880881926765,2.0697,3.7141,0.9794,True
MADHYA PRADESH - INDORE,290.4428571428571,600.9918766654049,70,2462.8714285714286,6597.888586117837,1972.2285714285715,5537.585834507142,2.0692,2.6789,2.8078,True
GUJARAT - KACHCHH,121.54285714285714,250.67894390884655,70,1375.057142857143,4240.5983816400885,599.9571428571429,1163.014342325789,2.0625,3.0839,1.9385,True
ARUNACHAL PRADESH - ANJAW,0.5,1.0265700920278915,66,14.166666666666666,34.02649797000219,6.151515151515151,7.3823957425599245,2.0531,2.4019,1.2001,True
PUNJAB - AMRITSAR,128.34285714285716,263.1494800703274,70,1701.2857142857142,4745.784369259009,1043.3285714285714,2697.1106693904794,2.0504,2.7895,2.5851,True
PUNJAB - PATIALA,67.54285714285714,137.66854604966434,70,1335.7714285714285,3871.5976336459607,941.6,2574.1984732553437,2.0382,2.8984,2.7339,True
BIHAR - BHAGALPUR,280.9428571428571,571.7825137796559,70,1567.4857142857143,4245.360184247724,1230.8142857142857,882.9759839309096,2.0352,2.7084,0.7174,True
ORISSA - SAMBALPUR,0.3898305084745763,0.7882094320092584,59,1.7118644067796611,1.5652569190637031,2.983050847457627,2.1535177751100143,2.0219,0.9144,0.7219,True
ASSAM - KARIMGANJ,196.0142857142857,395.0814809688691,70,373.5,613.1919043775797,329.4428571428571,219.39545631709873,2.0156,1.6417,0.666,True
MADHYA PRADESH - JHABUA,176.52857142857144,354.5794701066575,70,1067.6714285714286,3238.03557249408,307.24285714285713,254.5119475977097,2.0086,3.0328,0.8284,True
TRIPURA - DHALAI  *,0.5,1.0040899966195638,62,7.935483870967742,21.478064271344333,4.290322580645161,5.43934391166047,2.0082,2.7066,1.2678,True
BIHAR - GOPALGANJ,200.12857142857143,399.77478882558154,70,1129.9285714285713,3148.4712569266976,828.5285714285715,497.5953108448081,1.9976,2.7864,0.6006,True
ARUNACHAL PRADESH - KURUNG KUMEY,0.9253731343283582,1.8448407407310905,67,39.19402985074627,108.43224931306185,4.298507462686567,5.320101745931621,1.9936,2.7666,1.2377,True
JAMMU & KASHMIR - UDHAMPUR,0.2222222222222222,0.44095855184409843,9,0.7777777777777778,0.44095855184409843,0.0,0.0,1.9843,0.5669,,True
TELANGANA - MEDCHAL?MALKAJGIRI,0.2222222222222222,0.4409585518440985,9,0.6666666666666666,0.8660254037844386,0.5555555555555556,0.8819171036881969,1.9843,1.299,1.5875,True
GUJARAT - BHAVNAGAR,132.45714285714286,260.727893345783,70,1599.2428571428572,4807.78860984728,405.14285714285717,309.7627556749078,1.9684,3.0063,0.7646,True
UTTAR PRADESH - FATEHPUR,162.71428571428572,316.6130149602761,70,1326.3,3454.507265143256,771.3857142857142,443.1239985081268,1.9458,2.6046,0.5745,True
UTTAR PRADESH - BUDAUN,205.1,398.209257857572,70,1230.9571428571428,2863.7034167326433,1212.9714285714285,1348.855961535161,1.9415,2.3264,1.112,True
MAHARASHTRA - BULDHANA,90.92857142857143,176.40215265607657,70,2590.5857142857144,4824.312552943541,1222.6857142857143,1507.3783897674423,1.94,1.8622,1.2328,True
MAHARASHTRA - SANGLI,100.02857142857142,193.27842584334215,70,2490.2714285714287,5046.132374378574,869.9,926.2304647942882,1.9322,2.0263,1.0648,True
UTTAR PRADESH - MAINPURI,153.64285714285714,295.38356472654164,70,847.8142857142857,1996.8418782541303,478.5571428571429,269.32108070750337,1.9225,2.3553,0.5628,True
UTTAR PRADESH - MEERUT,320.6,616.0552487928477,70,1914.2285714285715,4540.850738051054,1302.8714285714286,1726.8245794397733,1.9216,2.3722,1.3254,True
GUJARAT - THE DANGS,17.67142857142857,33.9529603962414,70,316.8857142857143,982.070373564716,52.9,124.8711974076848,1.9213,3.0991,2.3605,True
ASSAM - SIBSAGAR,37.614285714285714,72.19283614086727,70,125.92857142857143,285.246108913169,125.77142857142857,81.17777439607853,1.9193,2.2651,0.6454,True
UTTAR PRADESH - AGRA,386.2142857142857,740.638382941172,70,2742.214285714286,7163.227525117748,1465.0142857142857,1225.6712386689205,1.9177,2.6122,0.8366,True
ASSAM - KOKRAJHAR,58.3,111.73485047913296,70,313.8,835.1519795734828,181.25714285714287,180.73350432590334,1.9165,2.6614,0.9971,True
MAHARASHTRA - NASHIK,286.51428571428573,549.0731780604698,70,6577.414285714286,13863.788414524055,2408.2285714285713,2302.503887053501,1.9164,2.1078,0.9561,True
UTTAR PRADESH - BALRAMPUR,162.24285714285713,308.3779177658987,70,1092.9714285714285,2424.1418381245267,531.8285714285714,331.3097404233369,1.9007,2.2179,0.623,True
MADHYA PRADESH - CHHATARPUR,230.9142857142857,438.7616547147586,70,1790.1571428571428,5485.2951346375785,623.4714285714285,979.8862803204504,1.9001,3.0641,1.5717,True
BIHAR - MUZAFFARPUR,383.0857142857143,726.3495134816225,70,2240.6,6190.618691189932,1658.7428571428572,961.3838709963924,1.896,2.7629,0.5796,True
ASSAM - SOUTH SALMARA MANKACHAR,19.15714285714286,36.28056361285271,70,57.01428571428571,102.34801285315532,202.54285714285714,618.7243699441075,1.8938,1.7951,3.0548,True
SIKKIM - NAMCHI,0.4339622641509434,0.8206337598340628,53,0.05660377358490566,0.233295317934376,3.811320754716981,3.5844568506774706,1.891,4.1216,0.9405,True
ARUNACHAL PRADESH - SIANG,1.0597014925373134,1.9915016187344616,67,15.865671641791044,36.57615365002096,6.7611940298507465,6.793690370904561,1.8793,2.3054,1.0048,True
UTTAR PRADESH - UNNAO,254.1,477.35801136515204,70,1638.5142857142857,4168.96276587729,917.1571428571428,600.1223217271598,1.8786,2.5444,0.6543,True
CHHATTISGARH - JANJGIR - CHAMPA,0.4827586206896552,0.9030431846514501,58,2.6551724137931036,2.8380356694340603,2.3448275862068964,2.048120440348423,1.8706,1.0689,0.8735,True
MEGHALAYA - JAINTIA HILLS,0.23529411764705882,0.43723731609760313,17,0.47058823529411764,0.6242642728467978,1.2352941176470589,1.147247344990711,1.8583,1.3266,0.9287,True
JAMMU & KASHMIR - KARGIL,0.36363636363636365,0.6741998624632421,11,0.18181818181818182,0.40451991747794525,1.0,1.0,1.854,2.2249,1.0,True
MADHYA PRADESH - KHANDWA,58.2,107.86741727762343,70,701.2571428571429,2086.011628114618,136.04285714285714,362.55859839077146,1.8534,2.9747,2.665,True
TAMIL NADU - TUTICORIN,0.25,0.4629100498862757,8,0.625,0.7440238091428449,0.5,0.7559289460184544,1.8516,1.1904,1.5119,True
PONDICHERRY - YANAM,0.4107142857142857,0.757430722047435,56,1.8928571428571428,2.491283505844629,2.75,2.855616475394666,1.8442,1.3161,1.0384,True
MAHARASHTRA - THANE,580.1571428571428,1067.7545127911758,70,6554.442857142857,14128.443082359428,4275.9857142857145,6171.437059275947,1.8405,2.1556,1.4433,True
UTTAR PRADESH - BAREILLY,373.3285714285714,683.3892459577363,70,2648.957142857143,6575.052865684234,2177.3714285714286,2845.3808087842885,1.8305,2.4821,1.3068,True
UTTAR PRADESH - GHAZIABAD,296.15714285714284,536.1030788758111,70,2246.157142857143,5834.036260676675,2144.842857142857,4592.814945093671,1.8102,2.5973,2.1413,True
CHHATTISGARH - JANJGIR CHAMPA,0.36666666666666664,0.6629841797500677,60,2.35,1.866974349137926,2.1,2.1288972238768378,1.8081,0.7945,1.0138,True
ARUNACHAL PRADESH - UPPER SIANG,0.5652173913043478,1.0215078369104982,69,18.44927536231884,39.574403578384164,15.608695652173912,23.655130889329364,1.8073,2.145,1.5155,True
BIHAR - EAST CHAMPARAN,385.57142857142856,695.7819200951277,70,2217.714285714286,6052.367703282328,2034.4857142857143,1261.2715316713347,1.8045,2.7291,0.6199,True
MADHYA PRADESH - VIDISHA,135.78571428571428,244.63311144088922,70,1480.1571428571428,4237.502903716553,517.3,1294.4358779132267,1.8016,2.8629,2.5023,True
UTTAR PRADESH - BANDA,141.65714285714284,255.0847478220298,70,990.8428571428572,2399.1292057666956,556.6428571428571,359.92837595528,1.8007,2.4213,0.6466,True
UTTAR PRADESH - KHERI,321.5857142857143,572.6326058147895,70,2043.442857142857,4786.943315758143,1219.9285714285713,719.7365524752402,1.7807,2.3426,0.59,True
CHHATTISGARH - DANTEWADA,9.414285714285715,16.75699538729834,70,231.12857142857143,772.5119936488126,19.042857142857144,18.14230041042741,1.78,3.3423,0.9527,True
TELANGANA - BHADRADRI KOTHAGUDEM,42.885714285714286,76.16734871552222,70,253.02857142857144,436.2102262564272,277.98571428571427,203.75535862836162,1.7761,1.724,0.733,True
KARNATAKA - BENGALURU SOUTH,2.6307692307692307,4.672289423991033,65,1.476923076923077,1.5920475447094486,39.23076923076923,22.91681235384927,1.776,1.0779,0.5842,True
GUJARAT - AMRELI,53.714285714285715,95.32980780809737,70,789.0,2319.6912275784357,189.64285714285714,129.10932741866884,1.7748,2.94,0.6808,True
ASSAM - HAILAKANDI,73.02857142857142,129.06822950476547,70,248.84285714285716,605.1330823975898,197.64285714285714,135.76664076768495,1.7674,2.4318,0.6869,True
GUJARAT - MAHESANA,85.24285714285715,150.32432914783757,70,1113.8428571428572,3386.977596001751,376.98571428571427,438.37778998197695,1.7635,3.0408,1.1628,True
ANDAMAN AND NICOBAR ISLANDS - NICOBAR,1.0923076923076922,1.9261609885588884,65,19.73846153846154,46.69223601249091,4.8307692307692305,7.116374671245076,1.7634,2.3655,1.4731,True
UTTAR PRADESH - SAHARANPUR,250.25714285714287,440.5645813164727,70,2111.9,4888.765491750791,1561.1285714285714,2728.9912131043643,1.7604,2.3149,1.7481,True
GUJARAT - JAMNAGAR,78.3,137.06566182736623,70,906.9142857142857,2726.837026017438,323.9,293.6325787516566,1.7505,3.0067,0.9066,True
TRIPURA - SEPAHIJALA,22.414285714285715,39.183512081583736,70,203.28571428571428,604.1974709074276,104.28571428571429,79.39465591060622,1.7481,2.9722,0.7613,True
ORISSA - KENDUJHAR,0.609375,1.0633458351257907,64,3.84375,8.453831196845718,4.65625,3.936877942800353,1.745,2.1994,0.8455,True
UTTARAKHAND - DEHRADUN,123.04285714285714,213.1723420427901,70,1421.442857142857,3040.0072780028913,770.7428571428571,1459.119008424379,1.7325,2.1387,1.8931,True
TRIPURA - GOMATI,8.814285714285715,15.231824861546842,70,147.28571428571428,391.6705633919191,61.77142857142857,44.57079417714901,1.7281,2.6593,0.7215,True
ASSAM - BAJALI,0.45901639344262296,0.7868453997197347,61,0.2459016393442623,0.5673252360835606,9.01639344262295,6.659559052666797,1.7142,2.3071,0.7386,True
ORISSA - BALESWAR,0.2727272727272727,0.4670993664969138,11,0.7272727272727273,0.7862453931068966,0.45454545454545453,0.8201995322647244,1.7127,1.0811,1.8044,True
ASSAM - NAGAON,171.97142857142856,293.85557782883416,70,1343.9285714285713,2462.008714011284,850.0428571428571,651.2638200867889,1.7087,1.8319,0.7662,True
JAMMU & KASHMIR - DODA,0.2857142857142857,0.48795003647426666,7,0.14285714285714285,0.37796447300922725,0.7142857142857143,0.7559289460184544,1.7078,2.6458,1.0583,True
ASSAM - BISWANATH,17.885714285714286,30.383320585022577,70,110.11428571428571,262.8179809246477,82.1,53.98420327186973,1.6987,2.3868,0.6575,True
UTTAR PRADESH - GORAKHPUR,261.3285714285714,440.72567699221736,70,2015.642857142857,5025.315420299401,1128.8,627.3479629891746,1.6865,2.4932,0.5558,True
UTTAR PRADESH - KANPUR NAGAR,323.0,543.2510295981224,70,2118.0714285714284,5011.255167833988,1394.4714285714285,1587.4934186459823,1.6819,2.366,1.1384,True
ASSAM - LAKHIMPUR,95.77142857142857,161.0270632964274,70,318.8,627.444751306463,280.77142857142854,208.40833465687342,1.6814,1.9681,0.7423,True
MAHARASHTRA - YAVATMAL,96.4,161.51783676796467,70,3682.885714285714,7252.441469057976,2000.557142857143,2356.753980112122,1.6755,1.9692,1.178,True
CHHATTISGARH - DAKSHIN BASTAR DANTEWADA,15.971014492753623,26.523003897001846,69,326.28985507246375,917.7313957517789,47.34782608695652,36.09131640997047,1.6607,2.8126,0.7623,True
NAGALAND - TSEMINYU,0.6046511627906976,1.003316758692102,43,2.627906976744186,11.203790293624813,1.6744186046511629,1.6721945978201698,1.6593,4.2634,0.9987,True
HARYANA - MEWAT,97.92857142857143,160.64005324972518,70,775.4714285714285,1509.8984582561525,699.2714285714286,1924.4956495063689,1.6404,1.9471,2.7521,True
UTTAR PRADESH - GONDA,198.17142857142858,324.9861968720362,70,1669.0857142857142,4081.9105172464833,847.8714285714286,477.8288433316565,1.6399,2.4456,0.5636,True
MIZORAM - MAMIT,2.1470588235294117,3.4566168684991143,68,84.16176470588235,371.3189324031545,9.720588235294118,10.811610105883885,1.6099,4.412,1.1122,True
RAJASTHAN - DHOLPUR,110.64285714285714,177.79666253647653,70,864.0285714285715,1960.9386983998218,486.35714285714283,922.2461873169789,1.6069,2.2695,1.8962,True
GUJARAT - GANDHINAGAR,74.05714285714286,118.79209529578097,70,864.1571428571428,2677.928723904084,599.0,1342.822897233039,1.6041,3.0989,2.2418,True
HIMACHAL PRADESH - LAHUL AND SPITI,0.47368421052631576,0.7584114779753879,57,9.68421052631579,18.36354880767957,2.3333333333333335,2.3477446117294702,1.6011,1.8962,1.0062,True
UTTAR PRADESH - SHRAWASTI,66.2,105.8992685171327,70,607.5714285714286,1521.138880846854,395.6142857142857,276.04443524139964,1.5997,2.5036,0.6978,True
BIHAR - JAMUI,138.4142857142857,221.25724374334655,70,831.9142857142857,2188.7432747998027,541.9714285714285,358.68439041233154,1.5985,2.631,0.6618,True
MAHARASHTRA - PUNE,411.7142857142857,655.8149735276753,70,6736.714285714285,15756.814234347466,3895.6857142857143,4106.942670976978,1.5929,2.3389,1.0542,True
RAJASTHAN - CHURU,163.88571428571427,260.48430606469196,70,1493.442857142857,3419.5004747312696,557.8857142857142,1114.4079541167844,1.5894,2.2897,1.9976,True
UTTAR PRADESH - CHANDAULI,126.95714285714286,201.28712175154865,70,1016.0571428571428,2539.2083262748656,734.5714285714286,458.14950953251724,1.5855,2.4991,0.6237,True
MANIPUR - BISHNUPUR,14.32857142857143,22.62980042984966,70,405.4428571428571,1176.053812183413,499.34285714285716,572.1218803390873,1.5793,2.9007,1.1457,True
UTTAR PRADESH - SIDDHARTHNAGAR,184.78571428571428,291.83328042064807,70,1156.2,2772.0063607012366,714.4142857142857,417.8806602006992,1.5793,2.3975,0.5849,True
UTTAR PRADESH - AZAMGARH,265.0,415.308406444859,70,1971.6,4649.803441069279,1240.9714285714285,743.0160232229487,1.5672,2.3584,0.5987,True
GUJARAT - VALSAD,96.71428571428571,151.32776049789572,70,933.0,2584.0634162362253,365.6714285714286,645.5310300566856,1.5647,2.7696,1.7653,True
RAJASTHAN - TONK,76.52857142857142,118.65682113063774,70,896.2285714285714,2038.0870269953207,437.0571428571429,989.1770827486838,1.5505,2.2741,2.2633,True
BIHAR - NALANDA,189.05714285714285,292.5293933312222,70,1271.357142857143,3442.7426589171537,1483.8142857142857,1500.8132123431237,1.5473,2.7079,1.0115,True
BIHAR - KAIMUR (BHABUA),102.84285714285714,158.83366887574567,70,837.9714285714285,2174.5019417843755,639.6857142857143,486.1766108055896,1.5444,2.595,0.76,True
KARNATAKA - MYSURU,57.114285714285714,87.09657189831827,70,617.1,1651.1254760560018,314.9428571428571,644.4636211658585,1.525,2.6756,2.0463,True
ASSAM - DARRANG,102.45714285714286,156.13174348943832,70,308.24285714285713,736.0180061540768,229.72857142857143,153.63385057144106,1.5239,2.3878,0.6688,True
GUJARAT - ANAND,88.58571428571429,134.7750130431704,70,1279.9714285714285,3873.353050555075,264.27142857142854,183.62974100220882,1.5214,3.0261,0.6949,True
CHHATTISGARH - BILASPUR,117.37142857142857,178.55816828612942,70,2227.6285714285714,5286.420375053477,1490.9857142857143,4236.81879050321,1.5213,2.3731,2.8416,True
MAHARASHTRA - NANDED,154.45714285714286,233.24414562852223,70,3939.214285714286,8634.484550114717,2611.285714285714,3220.864818345196,1.5101,2.1919,1.2334,True
NAGALAND - SHAMATOR,2.6774193548387095,4.031735555781207,62,2.3548387096774195,8.485468338540818,4.629032258064516,5.837228937695823,1.5058,3.6034,1.261,True
MIZORAM - SERCHHIP,1.378787878787879,2.073756543200334,66,50.07575757575758,145.43730455804507,14.090909090909092,38.50583463190092,1.504,2.9043,2.7327,True
DELHI - NAJAFGARH,0.4098360655737705,0.6158205685730183,61,9.524590163934427,34.70955994985485,2.180327868852459,2.5397388102014973,1.5026,3.6442,1.1648,True
BIHAR - PATNA,317.95714285714286,476.7966915711221,70,2290.614285714286,6439.343119106956,2098.7571428571428,1399.842366236484,1.4996,2.8112,0.667,True
DAMAN AND DIU - DAMAN,0.7352941176470589,1.1011208273313113,68,45.25,106.87171483996981,9.647058823529411,6.962082176712232,1.4975,2.3618,0.7217,True
GUJARAT - PANCHMAHALS,80.11428571428571,119.58618780904337,70,1120.4142857142858,3028.306163052914,231.81428571428572,165.36663638909093,1.4927,2.7028,0.7134,True
MAHARASHTRA - WASHIM,43.31428571428572,64.64990284515667,70,1591.8428571428572,3184.438810868506,571.6857142857143,721.3623693462964,1.4926,2.0005,1.2618,True
JHARKHAND - KHUNTI,34.128571428571426,50.904548764193244,70,490.95714285714286,1312.9978248236814,143.28571428571428,116.26221523569637,1.4916,2.6744,0.8114,True
ASSAM - DHUBRI,161.31428571428572,240.54536725117808,70,630.7714285714286,1559.5466562706251,681.2714285714286,770.7456378743102,1.4912,2.4724,1.1313,True
JHARKHAND - LOHARDAGA,39.18571428571428,58.35182966150009,70,419.85714285714283,1264.6136637038608,102.25714285714285,92.80471716432473,1.4891,3.012,0.9076,True
DADRA AND NAGAR HAVELI AND DAMAN AND DIU - DADRA AND NAGAR HAVELI,1.144927536231884,1.7001328868376953,69,21.753623188405797,72.32553161535809,19.0,16.68391264591345,1.4849,3.3248,0.8781,True
HARYANA - ROHTAK,44.457142857142856,65.60723840285354,70,850.8,2279.786645242508,263.04285714285714,596.578977502154,1.4757,2.6796,2.268,True
UTTAR PRADESH - KANNAUJ,86.47142857142858,127.57614622211362,70,818.7428571428571,1967.5343849873786,444.45714285714286,269.8989980550849,1.4754,2.4031,0.6073,True
BIHAR - GAYA,360.34285714285716,529.9603454050723,70,1876.2,5414.327162823371,1504.3285714285714,1129.4374477797367,1.4707,2.8858,0.7508,True
UTTAR PRADESH - ETAWAH,93.54285714285714,136.28260128133846,70,902.2714285714286,2209.788493527913,560.1142857142858,803.9859855808135,1.4569,2.4491,1.4354,True
RAJASTHAN - HANUMANGARH,62.8,90.8696470424706,70,1062.8285714285714,2558.9263202005873,542.7142857142857,1363.8241433542155,1.447,2.4077,2.513,True
WEST BENGAL - COOCH BEHAR,141.61428571428573,204.40888922906265,70,527.0142857142857,1334.3860390614989,1347.1571428571428,1047.54199024433,1.4434,2.532,0.7776,True
UTTARAKHAND - NAINITAL,50.7,73.13504483220542,70,684.0285714285715,1413.8641056752133,517.0714285714286,1419.4131193981789,1.4425,2.067,2.7451,True
HARYANA - KAITHAL,39.42857142857143,56.41810055641163,70,913.0,2600.3103437970576,379.6,1157.341323521473,1.4309,2.8481,3.0488,True
TRIPURA - NORTH TRIPURA,19.057142857142857,27.169295176983855,70,488.1714285714286,1278.9332621473707,106.4,74.9506891035796,1.4257,2.6198,0.7044,True
UTTAR PRADESH - MUZAFFARNAGAR,157.3,223.963981964492,70,1927.4285714285713,5210.289409112326,1098.3285714285714,1074.9457110852334,1.4238,2.7032,0.9787,True
MADHYA PRADESH - DATIA,75.58571428571429,107.3772292349642,70,552.7142857142857,1620.8571372003305,314.51428571428573,726.0572050536734,1.4206,2.9325,2.3085,True
RAJASTHAN - JODHPUR,285.0285714285714,404.8852394726896,70,2504.3714285714286,5936.839722362977,902.3571428571429,1464.3109378729393,1.4205,2.3706,1.6228,True
ASSAM - KAMRUP METRO,83.45714285714286,118.51517186728844,70,304.62857142857143,750.8488176709942,203.0,118.5985800438007,1.4201,2.4648,0.5842,True
CHHATTISGARH - DURG,52.8,74.31144800330448,70,2032.3714285714286,4423.071348044984,760.2285714285714,1917.587404590546,1.4074,2.1763,2.5224,True
DAMAN AND DIU - DIU,0.803030303030303,1.126187536913088,66,32.90909090909091,82.40588613642882,4.636363636363637,4.882106618557714,1.4024,2.504,1.053,True
ASSAM - BONGAIGAON,41.4,57.4477456325387,70,418.0285714285714,860.2984984400588,347.8142857142857,893.799061373305,1.3876,2.058,2.5698,True
UTTAR PRADESH - KAUSHAMBI,98.48571428571428,135.80385929257594,70,1125.6714285714286,2911.6158655370746,565.7428571428571,909.0410568638699,1.3789,2.5866,1.6068,True
BIHAR - MUNGER,79.35714285714286,109.36192216993962,70,533.2285714285714,1436.1788691174154,425.0571428571429,327.03569302670553,1.3781,2.6934,0.7694,True
DELHI - SOUTH EAST DELHI,0.8260869565217391,1.1370307272366509,69,7.217391304347826,23.079064593401394,10.956521739130435,12.210692978611117,1.3764,3.1977,1.1145,True
DADRA AND NAGAR HAVELI AND DAMAN AND DIU - DAMAN,0.6911764705882353,0.9503707515534413,68,6.264705882352941,21.05048490742142,11.823529411764707,10.523521878651904,1.375,3.3602,0.89,True
RAJASTHAN - JALOR,177.0142857142857,243.19840369763247,70,1129.2428571428572,2433.3931187953194,279.4142857142857,170.94752927133857,1.3739,2.1549,0.6118,True
GUJARAT - SABARKANTHA,63.42857142857143,87.0934150206466,70,1019.7,3009.2863921293815,290.75714285714287,221.74809024645583,1.3731,2.9511,0.7627,True
RAJASTHAN - JAIPUR,404.1142857142857,552.9718011222986,70,4023.1714285714284,9529.69115026619,2514.2,5055.676332283505,1.3684,2.3687,2.0108,True
DADRA & NAGAR HAVELI - DADRA & NAGAR HAVELI,0.38333333333333336,0.5237306419436756,60,5.633333333333334,14.681900152582275,2.783333333333333,3.0370127309057526,1.3663,2.6063,1.0911,True
MADHYA PRADESH - DHAR,163.05714285714285,222.56781319404493,70,1720.9285714285713,5353.8462168486485,847.5142857142857,2102.0790932516584,1.365,3.111,2.4803,True
UTTAR PRADESH - LUCKNOW,330.1714285714286,449.46309262898393,70,2462.9142857142856,6242.594169378711,1747.6857142857143,2602.1754418616247,1.3613,2.5346,1.4889,True
RAJASTHAN - BIKANER,168.5142857142857,227.65615713157678,70,1459.6285714285714,3387.603214840963,653.4,1339.3927068594953,1.351,2.3209,2.0499,True
JHARKHAND - PALAMAU,3.782608695652174,5.098643317870398,69,27.579710144927535,67.06524606177562,23.753623188405797,24.375376797752182,1.3479,2.4317,1.0262,True
WEST BENGAL - UTTAR DINAJPUR,353.4714285714286,474.1492678021868,70,1093.2571428571428,2500.4629466184874,3190.9142857142856,5937.458768718125,1.3414,2.2872,1.8607,True
