pincode,enrolment_count,state,district,biometric_update_count,biometric_rate
273305,1635.0,Uttar Pradesh,Maharajganj,4152.0,253.94495412844037
143505,1634.0,Punjab,Gurdaspur,15479.0,947.3072215422278
736167,1629.0,West Bengal,Cooch Behar,2386.0,146.47022713321056
221007,1628.0,Uttar Pradesh,Varanasi,10162.0,624.2014742014742
205262,1627.0,Uttar Pradesh,Mainpuri,4899.0,301.10633066994467
224001,1624.0,Uttar Pradesh,Ayodhya,8493.0,522.9679802955665
802301,1612.0,Bihar,Bhojpur,6052.0,375.43424317617865
785601,1610.0,Assam,Golaghat,4016.0,249.44099378881987
261203,1608.0,Uttar Pradesh,Sitapur,12447.0,774.0671641791045
222139,1606.0,Uttar Pradesh,Jaunpur,6465.0,402.5529265255293
261208,1606.0,Uttar Pradesh,Sitapur,7433.0,462.826899128269
854105,1602.0,Bihar,Katihar,9236.0,576.5293383270912
560066,1602.0,Karnataka,Bengaluru,3693.0,230.5243445692884
385565,1600.0,Gujarat,Banaskantha,6946.0,434.12499999999994
121003,1595.0,Haryana,Faridabad,10602.0,664.7021943573668
847408,1589.0,Bihar,Madhubani,13462.0,847.1994965387037
843103,1580.0,Bihar,Muzaffarpur,7175.0,454.1139240506329
711303,1573.0,West Bengal,Haora,8820.0,560.7120152574698
843315,1567.0,Bihar,Sitamarhi,4063.0,259.2852584556477
451770,1565.0,Madhya Pradesh,Barwani,8732.0,557.9552715654952
242301,1560.0,Uttar Pradesh,Shahjahanpur,6808.0,436.41025641025635
271825,1559.0,Uttar Pradesh,Bahraich,6746.0,432.7132777421424
854301,1557.0,Bihar,Purnia,9902.0,635.9666024405909
262903,1554.0,Uttar Pradesh,Kheri,5806.0,373.6164736164736
743338,1553.0,West Bengal,South 24 Parganas,8368.0,538.8280746941404
363310,1552.0,Gujarat,Surendra Nagar,9968.0,642.2680412371134
450117,1549.0,Madhya Pradesh,Khandwa,13565.0,875.7262750161395
415523,1539.0,Maharashtra,Satara,11053.0,718.1936322287199
788720,1538.0,Assam,Karimganj,2985.0,194.08322496749025
843329,1533.0,Bihar,Sheohar,12859.0,838.812785388128
781354,1530.0,Assam,Kamrup,3159.0,206.47058823529414
283204,1522.0,Uttar Pradesh,Firozabad,13436.0,882.7858081471747
847225,1521.0,Bihar,Madhubani,8195.0,538.7902695595003
202002,1520.0,Uttar Pradesh,Aligarh,11184.0,735.7894736842105
787060,1519.0,Assam,Dhemaji,2683.0,176.62936142198816
494447,1518.0,Chhattisgarh,Bijapur,4769.0,314.16337285902506
742224,1516.0,West Bengal,Murshidabad,4327.0,285.4221635883905
302003,1513.0,Rajasthan,Jaipur,8122.0,536.8142762723066
247554,1503.0,Uttar Pradesh,Saharanpur,11681.0,777.1789753825682
477557,1502.0,Madhya Pradesh,Bhind,5680.0,378.1624500665779
560036,1501.0,Karnataka,Bengaluru,4956.0,330.1798800799467
140301,1500.0,Punjab,SAS Nagar (Mohali),8774.0,584.9333333333333
305901,1496.0,Rajasthan,Ajmer,12454.0,832.4866310160427
733124,1496.0,West Bengal,Dinajpur Dakshin,6451.0,431.216577540107
221101,1488.0,Uttar Pradesh,Varanasi,7164.0,481.4516129032258
271503,1486.0,Uttar Pradesh,Gonda,5699.0,383.5127860026918
784507,1486.0,Assam,Sonitpur,1564.0,105.24899057873486
842001,1486.0,Bihar,Muzaffarpur,6529.0,439.3674293405114
825401,1485.0,Jharkhand,Chatra,12334.0,830.5723905723905
457993,1473.0,Madhya Pradesh,Alirajpur,7997.0,542.9056347589952
848114,1472.0,Bihar,Samastipur,11270.0,765.625
203207,1472.0,Uttar Pradesh,Gautam Buddha Nagar,11910.0,809.1032608695652
500013,1470.0,Telangana,Hyderabad,11903.0,809.7278911564625
451331,1468.0,Madhya Pradesh,Khargone,13460.0,916.8937329700273
343040,1467.0,Rajasthan,Jalor,9107.0,620.7907293796865
852210,1466.0,Bihar,Madhepura,11127.0,759.0040927694407
335523,1465.0,Rajasthan,Hanumangarh,11425.0,779.8634812286689
783334,1465.0,Assam,Dhubri,4970.0,339.24914675767917
389380,1464.0,Gujarat,Dahod,7552.0,515.8469945355191
854333,1460.0,Bihar,Araria,13735.0,940.7534246575343
785705,1455.0,Assam,Golaghat,1456.0,100.06872852233677
793111,1455.0,Meghalaya,East Khasi Hills,686.0,47.14776632302405
212201,1454.0,Uttar Pradesh,Kaushambi,11775.0,809.8349381017881
282005,1449.0,Uttar Pradesh,Agra,7253.0,500.552104899931
843113,1448.0,Bihar,Muzaffarpur,6231.0,430.3176795580111
321203,1441.0,Rajasthan,Bharatpur,6768.0,469.67383761276886
788815,1439.0,Assam,Cachar,3002.0,208.6170952050035
272207,1431.0,Uttar Pradesh,Siddharth Nagar,6019.0,420.6149545772187
229001,1427.0,Uttar Pradesh,Rae Bareli,14359.0,1006.2368605466013
560087,1426.0,Karnataka,Bengaluru,2374.0,166.4796633941094
787057,1425.0,Assam,Dhemaji,2419.0,169.75438596491227
247775,1415.0,Uttar Pradesh,Shamli,12482.0,882.1201413427563
732124,1409.0,West Bengal,Malda,4361.0,309.51029098651526
847232,1406.0,Bihar,Madhubani,4777.0,339.75817923186344
451449,1405.0,Madhya Pradesh,Barwani,7621.0,542.4199288256227
209206,1403.0,Uttar Pradesh,Kanpur Nagar,8644.0,616.1083392729864
784110,1403.0,Assam,Sonitpur,2209.0,157.44832501781895
221104,1400.0,Uttar Pradesh,Varanasi,7763.0,554.5
276404,1395.0,Uttar Pradesh,Azamgarh,5406.0,387.52688172043014
476444,1393.0,Madhya Pradesh,Morena,5722.0,410.76812634601583
742135,1392.0,West Bengal,Murshidabad,6897.0,495.47413793103453
845415,1391.0,Bihar,East Champaran,5065.0,364.1265276779296
743425,1390.0,West Bengal,North 24 Parganas,5987.0,430.71942446043164
487118,1384.0,Madhya Pradesh,Narsinghpur,8017.0,579.2630057803468
585104,1381.0,Karnataka,Kalaburagi,11522.0,834.3229543808834
343029,1381.0,Rajasthan,Jalor,8434.0,610.7168718320058
302016,1380.0,Rajasthan,Jaipur,9289.0,673.1159420289855
805104,1380.0,Bihar,Nawada,4205.0,304.71014492753625
311001,1378.0,Rajasthan,Bhilwara,11462.0,831.7851959361393
741502,1374.0,West Bengal,Nadia,3243.0,236.02620087336246
797110,1374.0,Nagaland,Peren,2715.0,197.5982532751092
742213,1373.0,West Bengal,Murshidabad,6424.0,467.8805535324107
815351,1371.0,Jharkhand,Deoghar,8826.0,643.7636761487964
822113,1370.0,Jharkhand,Palamau,12458.0,909.3430656934306
735210,1369.0,West Bengal,Jalpaiguri,3836.0,280.2045288531775
560035,1367.0,Karnataka,Bengaluru,2421.0,177.10314557425016
307025,1367.0,Rajasthan,Udaipur,5198.0,380.24871982443307
793113,1364.0,Meghalaya,East Khasi Hills,733.0,53.739002932551315
208021,1364.0,Uttar Pradesh,Kanpur Nagar,9243.0,677.6392961876833
321204,1361.0,Rajasthan,Bharatpur,9134.0,671.1241734019103
362268,1360.0,Gujarat,Gir Somnath,7383.0,542.8676470588235
110017,1360.0,Delhi,South Delhi,7795.0,573.1617647058823
331803,1359.0,Rajasthan,Bikaner,9216.0,678.1456953642385
243635,1359.0,Uttar Pradesh,Budaun,6507.0,478.8079470198675
411048,1356.0,Maharashtra,Pune,9153.0,675.0
121002,1355.0,Haryana,Faridabad,9960.0,735.0553505535055
331001,1355.0,Rajasthan,Churu,12226.0,902.2878228782288
743503,1355.0,West Bengal,South Twenty Four Parganas,8787.0,648.4870848708488
794109,1354.0,Meghalaya,West Garo Hills,2536.0,187.29689807976365
834002,1354.0,Jharkhand,Ranchi,7615.0,562.4076809453471
331022,1351.0,Rajasthan,Churu,9453.0,699.7039230199852
209306,1351.0,Uttar Pradesh,Kanpur Dehat,6481.0,479.718726868986
272202,1350.0,Uttar Pradesh,Siddharth Nagar,4244.0,314.3703703703704
221107,1350.0,Uttar Pradesh,Varanasi,5133.0,380.22222222222223
805109,1349.0,Bihar,Nawada,4074.0,302.0014825796887
241503,1348.0,Uttar Pradesh,Unnao,11803.0,875.5934718100891
784160,1347.0,Assam,Lakhimpur,2397.0,177.95100222717147
226010,1347.0,Uttar Pradesh,Lucknow,6250.0,463.9940608760208
470002,1345.0,Madhya Pradesh,Sagar,12093.0,899.1078066914499
226005,1341.0,Uttar Pradesh,Lucknow,4307.0,321.1782252050708
271875,1341.0,Uttar Pradesh,Bahraich,8326.0,620.8799403430276
389140,1341.0,Gujarat,Dahod,5459.0,407.0842654735272
782105,1333.0,Assam,Marigaon,2340.0,175.54388597149287
843125,1333.0,Bihar,Muzaffarpur,7093.0,532.1080270067517
461990,1330.0,Madhya Pradesh,Hoshangabad,10871.0,817.3684210526316
242307,1330.0,Uttar Pradesh,Shahjahanpur,7713.0,579.9248120300751
813108,1324.0,Bihar,Banka,4575.0,345.5438066465257
793009,1324.0,Meghalaya,East Khasi Hills,383.0,28.92749244712991
209722,1324.0,Uttar Pradesh,Kannauj,6491.0,490.25679758308155
271001,1323.0,Uttar Pradesh,Gonda,8376.0,633.1065759637188
421501,1322.0,Maharashtra,Thane,8117.0,613.9939485627837
332001,1318.0,Rajasthan,Sikar,11062.0,839.3019726858878
788030,1317.0,Assam,Cachar,1964.0,149.12680334092633
805103,1317.0,Bihar,Nawada,4660.0,353.8344722854974
262907,1315.0,Uttar Pradesh,Kheri,3844.0,292.319391634981
276403,1314.0,Uttar Pradesh,Azamgarh,7476.0,568.9497716894978
805110,1314.0,Bihar,Nawada,5707.0,434.32267884322675
450221,1310.0,Madhya Pradesh,Burhanpur,5480.0,418.3206106870229
781102,1309.0,Assam,Kamrup,3313.0,253.09396485867074
328001,1307.0,Rajasthan,Dholpur,9011.0,689.4414690130069
488220,1305.0,Madhya Pradesh,Panna,9265.0,709.9616858237548
201204,1304.0,Uttar Pradesh,Ghaziabad,9485.0,727.3773006134969
785612,1304.0,Assam,Golaghat,1084.0,83.12883435582822
232104,1304.0,Uttar Pradesh,Chandauli,7163.0,549.3098159509202
742201,1303.0,West Bengal,Murshidabad,3184.0,244.35917114351494
841409,1301.0,Bihar,Gopalganj,4171.0,320.5995388162952
273304,1300.0,Uttar Pradesh,Maharajganj,5350.0,411.5384615384615
385545,1300.0,Gujarat,Banaskantha,4478.0,344.46153846153845
781137,1299.0,Assam,Kamrup,2445.0,188.2217090069284
787059,1297.0,Assam,Dhemaji,3179.0,245.1040863531226
841424,1296.0,Bihar,Saran,5003.0,386.03395061728395
272205,1294.0,Uttar Pradesh,Siddharth Nagar,5641.0,435.935085007728
781309,1292.0,Assam,Barpeta,7403.0,572.9876160990713
813209,1289.0,Bihar,Bhagalpur,7582.0,588.2079131109388
271504,1288.0,Uttar Pradesh,Gonda,6352.0,493.16770186335407
560061,1285.0,Karnataka,Bengaluru,5641.0,438.9883268482491
825103,1282.0,Jharkhand,Chatra,8753.0,682.7613104524181
273209,1282.0,Uttar Pradesh,Gorakhpur,8854.0,690.6396255850234
389152,1281.0,Gujarat,Dahod,6354.0,496.01873536299763
476335,1275.0,Madhya Pradesh,Sheopur,6104.0,478.74509803921563
250101,1274.0,Uttar Pradesh,Baghpat,5706.0,447.88069073783356
844504,1272.0,Bihar,Vaishali,6718.0,528.1446540880503
273402,1271.0,Uttar Pradesh,Gorakhpur,5764.0,453.50118017309205
500002,1271.0,Telangana,Hyderabad,7017.0,552.0849724626278
788712,1270.0,Assam,Karimganj,1600.0,125.98425196850394
273157,1269.0,Uttar Pradesh,Maharajganj,4260.0,335.69739952718675
471625,1269.0,Madhya Pradesh,Chhatarpur,5161.0,406.69818754925143
122103,1268.0,Haryana,Gurugram,8146.0,642.4290220820188
782486,1267.0,Assam,West Karbi Anglong,3241.0,255.80110497237567
784115,1266.0,Assam,Darrang,2978.0,235.22906793048972
343001,1264.0,Rajasthan,Jalor,5765.0,456.09177215189874
841406,1262.0,Bihar,Siwan,4254.0,337.0839936608558
244301,1261.0,Uttar Pradesh,Sambhal,10327.0,818.9532117367169
208027,1260.0,Uttar Pradesh,Kanpur Nagar,5682.0,450.95238095238096
824235,1260.0,Bihar,Gaya,3277.0,260.07936507936506
211003,1258.0,Uttar Pradesh,Prayagraj,11755.0,934.4197138314785
385340,1258.0,Gujarat,Patan,7796.0,619.7138314785374
201005,1256.0,Uttar Pradesh,Ghaziabad,10401.0,828.1050955414013
813106,1256.0,Bihar,Banka,8884.0,707.3248407643313
360575,1255.0,Gujarat,Porbandar,7239.0,576.8127490039841
285001,1246.0,Uttar Pradesh,Jalaun,11728.0,941.2520064205457
782122,1245.0,Assam,Nagaon,5687.0,456.7871485943775
721301,1244.0,West Bengal,Medinipur West,7296.0,586.4951768488746
384151,1243.0,Gujarat,Patan,6052.0,486.8865647626709
783390,1238.0,Assam,Chirang,6697.0,540.9531502423263
743349,1237.0,West Bengal,South 24 Parganas,7862.0,635.5699272433307
731222,1236.0,West Bengal,Birbhum,4223.0,341.66666666666663
851204,1236.0,Bihar,Begusarai,11182.0,904.6925566343042
370165,1235.0,Gujarat,Kachchh,6239.0,505.18218623481783
121103,1233.0,Haryana,Palwal,9765.0,791.970802919708
122108,1232.0,Haryana,Nuh,8031.0,651.8668831168832
852131,1231.0,Bihar,Supaul,11158.0,906.4175467099918
385566,1231.0,Gujarat,Banaskantha,5528.0,449.0658001624696
477445,1229.0,Madhya Pradesh,Bhind,4117.0,334.98779495524815
261202,1227.0,Uttar Pradesh,Sitapur,6195.0,504.8899755501222
782126,1225.0,Assam,Marigaon,4920.0,401.6326530612245
793109,1225.0,Meghalaya,West Jaintia Hills,477.0,38.93877551020408
788701,1222.0,Assam,Karimganj,2335.0,191.0801963993453
247341,1221.0,Uttar Pradesh,Saharanpur,10053.0,823.3415233415233
385120,1220.0,Gujarat,Banaskantha,5265.0,431.55737704918033
411014,1219.0,Maharashtra,Pune,9038.0,741.4273995077932
793005,1219.0,Meghalaya,East Khasi Hills,525.0,43.06808859721083
360001,1219.0,Gujarat,Rajkot,6758.0,554.388843314192
854303,1216.0,Bihar,Purnia,7219.0,593.6677631578948
212635,1215.0,Uttar Pradesh,Fatehpur,5689.0,468.2304526748971
848213,1213.0,Bihar,Darbhanga,9796.0,807.5845012366035
584128,1212.0,Karnataka,Raichur,10697.0,882.5907590759076
782441,1211.0,Assam,Karbi Anglong,4209.0,347.5639966969447
783331,1208.0,Assam,Dhubri,3095.0,256.2086092715232
854312,1208.0,Bihar,Araria,11980.0,991.7218543046358
364290,1207.0,Gujarat,Bhavnagar,11014.0,912.5103562551781
743376,1206.0,West Bengal,South 24 Parganas,5246.0,434.99170812603654
389154,1205.0,Gujarat,Dahod,7747.0,642.9045643153527
733215,1205.0,West Bengal,Uttar Dinajpur,4161.0,345.3112033195021
844122,1203.0,Bihar,Vaishali,10179.0,846.1346633416459
261502,1198.0,Uttar Pradesh,Kheri,6698.0,559.0984974958265
209821,1197.0,Uttar Pradesh,Unnao,9374.0,783.12447786132
302020,1194.0,Rajasthan,Jaipur,5412.0,453.2663316582915
482002,1194.0,Madhya Pradesh,Jabalpur,10378.0,869.1792294807371
302017,1192.0,Rajasthan,Jaipur,6674.0,559.8993288590603
471501,1190.0,Madhya Pradesh,Chhatarpur,5253.0,441.42857142857144
272208,1188.0,Uttar Pradesh,Siddharth Nagar,4442.0,373.9057239057239
783330,1183.0,Assam,Dhubri,6296.0,532.2062552831784
785702,1182.0,Assam,Golaghat,954.0,80.71065989847716
811211,1182.0,Bihar,Bhagalpur,6161.0,521.2351945854483
382330,1182.0,Gujarat,Ahmadabad,10684.0,903.8917089678512
743355,1181.0,West Bengal,South 24 Parganas,5554.0,470.27942421676545
743347,1179.0,West Bengal,24 Paraganas South,6808.0,577.4385072094996
271205,1179.0,Uttar Pradesh,Balrampur,5222.0,442.9177268871926
388001,1178.0,Gujarat,Anand,6939.0,589.0492359932089
824233,1178.0,Bihar,Gaya,4622.0,392.35993208828523
733156,1176.0,West Bengal,Uttar Dinajpur,3107.0,264.20068027210885
815301,1175.0,Jharkhand,Giridih,6521.0,554.9787234042553
804453,1173.0,Bihar,Patna,6777.0,577.7493606138107
700135,1168.0,West Bengal,North 24 Parganas,8975.0,768.4075342465753
782411,1167.0,Assam,Marigaon,3035.0,260.06855184233075
385330,1167.0,Gujarat,Banas Kantha,5567.0,477.03513281919453
250342,1163.0,Uttar Pradesh,Meerut,6435.0,553.3104041272571
788163,1162.0,Assam,Hailakandi,2850.0,245.26678141135974
273016,1159.0,Uttar Pradesh,Gorakhpur,5741.0,495.34081104400343
743337,1157.0,West Bengal,South 24 Parganas,5470.0,472.77441659464137
362720,1156.0,Gujarat,Gir Somnath,8618.0,745.5017301038063
785614,1155.0,Assam,Golaghat,1736.0,150.30303030303028
793001,1155.0,Meghalaya,East Khasi Hills,1314.0,113.76623376623375
450661,1153.0,Madhya Pradesh,Khandwa,10424.0,904.0763226366001
226020,1151.0,Uttar Pradesh,Lucknow,7900.0,686.359687228497
782125,1150.0,Assam,Nagaon,8636.0,750.9565217391304
325220,1146.0,Rajasthan,Baran,6813.0,594.5026178010471
560097,1144.0,Karnataka,Bengaluru,6476.0,566.083916083916
782448,1140.0,Assam,Karbi Anglong,1686.0,147.89473684210526
226017,1139.0,Uttar Pradesh,Lucknow,6962.0,611.2379280070237
711316,1138.0,West Bengal,Haora,6103.0,536.2917398945518
736146,1138.0,West Bengal,Coochbehar,2367.0,207.99648506151144
733132,1135.0,West Bengal,Dakshin Dinajpur,3268.0,287.9295154185022
483770,1133.0,Madhya Pradesh,Katni,5795.0,511.4739629302736
825301,1132.0,Jharkhand,Hazaribagh,9452.0,834.9823321554771
816101,1132.0,Jharkhand,Sahebganj,6937.0,612.809187279152
343032,1129.0,Rajasthan,Jalor,3820.0,338.3525243578388
854326,1128.0,Bihar,Purnia,11181.0,991.2234042553191
302002,1125.0,Rajasthan,Jaipur,9583.0,851.8222222222223
844508,1123.0,Bihar,Vaishali,5780.0,514.692787177204
242303,1120.0,Uttar Pradesh,Shahjahanpur,4339.0,387.4107142857143
798612,1119.0,Nagaland,Tuensang,5279.0,471.76050044682756
731234,1116.0,West Bengal,Birbhum,5752.0,515.4121863799282
700125,1114.0,West Bengal,24 Paraganas North,3770.0,338.4201077199282
733125,1113.0,West Bengal,Dinajpur Dakshin,4530.0,407.00808625336924
302004,1107.0,Rajasthan,Jaipur,5173.0,467.2990063233966
742304,1104.0,West Bengal,Murshidabad,7567.0,685.4166666666667
494122,1102.0,Chhattisgarh,Sukma,4643.0,421.32486388384757
110037,1098.0,Delhi,South West Delhi,7707.0,701.9125683060109
281004,1098.0,Uttar Pradesh,Mathura,7436.0,677.231329690346
843114,1097.0,Bihar,Vaishali,7053.0,642.9352780309937
363330,1096.0,Gujarat,Morbi,7220.0,658.7591240875913
274402,1094.0,Uttar Pradesh,Kushinagar,8780.0,802.5594149908592
560099,1094.0,Karnataka,Bengaluru,3802.0,347.53199268738575
385550,1093.0,Gujarat,Banaskantha,4627.0,423.3302836230558
483225,1091.0,Madhya Pradesh,Jabalpur,7152.0,655.545371219065
741126,1090.0,West Bengal,Nadia,4333.0,397.5229357798165
271803,1089.0,Uttar Pradesh,Shravasti,2984.0,274.01285583103765
383270,1081.0,Gujarat,Sabarkantha,5007.0,463.18223866790015
384001,1079.0,Gujarat,Mahesana,8230.0,762.74328081557
742148,1078.0,West Bengal,Murshidabad,5781.0,536.2708719851577
456771,1078.0,Madhya Pradesh,Ujjain,5074.0,470.68645640074214
283110,1075.0,Uttar Pradesh,Agra,7759.0,721.767441860465
743263,1073.0,West Bengal,North 24 Parganas,4274.0,398.3224603914259
586101,1072.0,Karnataka,Vijayapura,6512.0,607.4626865671643
452015,1071.0,Madhya Pradesh,Indore,7714.0,720.2614379084968
456224,1070.0,Madhya Pradesh,Ujjain,8878.0,829.7196261682243
387620,1069.0,Gujarat,Kheda,6056.0,566.510757717493
851112,1068.0,Bihar,Begusarai,9328.0,873.4082397003745
700023,1065.0,West Bengal,Kolkata,3320.0,311.73708920187795
787055,1065.0,Assam,Lakhimpur,2683.0,251.92488262910797
389172,1065.0,Gujarat,Dohad,6619.0,621.5023474178404
825412,1064.0,Jharkhand,Giridih,9353.0,879.0413533834586
731204,1053.0,West Bengal,Birbhum,4107.0,390.02849002849007
854329,1052.0,Bihar,Araria,9139.0,868.7262357414448
312601,1052.0,Rajasthan,Chittorgarh,6211.0,590.3992395437263
206301,1052.0,Uttar Pradesh,Mainpuri,3779.0,359.2205323193916
361305,1052.0,Gujarat,Devbhumi Dwarka,5294.0,503.23193916349805
793108,1052.0,Meghalaya,East Khasi Hills,696.0,66.15969581749049
307024,1050.0,Rajasthan,Sirohi,2336.0,222.47619047619048
210209,1049.0,Uttar Pradesh,Banda,9319.0,888.3698760724499
735135,1049.0,West Bengal,Jalpaiguri,2665.0,254.0514775977121
385575,1049.0,Gujarat,Banaskantha,4452.0,424.4041944709247
847121,1047.0,Bihar,Darbhanga,6787.0,648.2330468003821
241404,1045.0,Uttar Pradesh,Hardoi,8153.0,780.1913875598086
301405,1037.0,Rajasthan,Alwar,8270.0,797.4927675988428
394710,1034.0,Gujarat,The Dangs,10245.0,990.8123791102515
389382,1032.0,Gujarat,Dahod,6691.0,648.3527131782946
389190,1029.0,Gujarat,Dohad,5813.0,564.9173955296404
261506,1027.0,Uttar Pradesh,Kheri,6227.0,606.3291139240507
784145,1027.0,Assam,Darrang,3411.0,332.13242453748785
471525,1025.0,Madhya Pradesh,Chhatarpur,10247.0,999.7073170731708
360311,1025.0,Gujarat,Rajkot,9222.0,899.7073170731708
822123,1024.0,Jharkhand,Palamu,9853.0,962.20703125
360005,1023.0,Gujarat,Rajkot,7740.0,756.5982404692082
784116,1022.0,Assam,Darrang,2778.0,271.81996086105676
711312,1020.0,West Bengal,Howrah,5986.0,586.8627450980392
383001,1019.0,Gujarat,Sabarkantha,5168.0,507.1638861629048
841427,1017.0,Bihar,Gopalganj,4699.0,462.04523107177977
784125,1017.0,Assam,Darrang,3628.0,356.7354965585054
395003,1014.0,Gujarat,Surat,9353.0,922.3865877712032
734003,1014.0,West Bengal,Darjeeling,2620.0,258.3826429980276
431604,1013.0,Maharashtra,Nanded,9962.0,983.4155972359329
828201,1010.0,Jharkhand,Dhanbad,7056.0,698.6138613861386
848207,1010.0,Bihar,Darbhanga,6419.0,635.5445544554456
395007,1008.0,Gujarat,Surat,8219.0,815.3769841269842
835222,1007.0,Jharkhand,Ranchi,6319.0,627.5074478649453
783337,1006.0,Assam,Dhubri,4127.0,410.2385685884692
500090,1005.0,Telangana,Medchal Malkajgiri,5077.0,505.17412935323387
783132,1004.0,Assam,Goalpara,1876.0,186.85258964143426
848117,1003.0,Bihar,Samastipur,8555.0,852.9411764705882
825324,1002.0,Jharkhand,Giridih,4251.0,424.251497005988
796891,1001.0,Mizoram,Lawngtlai,4218.0,421.37862137862135
382345,1001.0,Gujarat,Ahmedabad,9892.0,988.2117882117882
783126,998.0,Assam,Goalpara,1573.0,157.61523046092185
731219,996.0,West Bengal,Birbhum,4271.0,428.8152610441767
470227,996.0,Madhya Pradesh,Sagar,8802.0,883.7349397590363
811308,996.0,Bihar,Jamui,9331.0,936.847389558233
798603,991.0,Nagaland,Mon,5254.0,530.1715438950555
483775,989.0,Madhya Pradesh,Katni,6266.0,633.5692618806876
273158,989.0,Uttar Pradesh,Gorakhpur,8498.0,859.2517694641051
144401,988.0,Punjab,Kapurthala,8195.0,829.4534412955466
803201,986.0,Bihar,Patna,7307.0,741.0750507099391
362560,985.0,Gujarat,Gir Somnath,6865.0,696.9543147208122
843316,985.0,Bihar,Sitamarhi,5837.0,592.5888324873096
471311,984.0,Madhya Pradesh,Chhatarpur,8583.0,872.2560975609756
209402,984.0,Uttar Pradesh,Kanpur Nagar,3233.0,328.5569105691057
731221,982.0,West Bengal,Murshidabad,4157.0,423.3197556008147
226016,981.0,Uttar Pradesh,Lucknow,6329.0,645.158002038736
743368,980.0,West Bengal,South 24 Parganas,5585.0,569.8979591836735
273008,979.0,Uttar Pradesh,Gorakhpur,2867.0,292.8498467824311
282010,979.0,Uttar Pradesh,Agra,8575.0,875.8937691521961
811302,978.0,Bihar,Lakhisarai,4824.0,493.2515337423313
201002,976.0,Uttar Pradesh,Ghaziabad,6748.0,691.3934426229508
736121,975.0,West Bengal,Alipurduar,4312.0,442.2564102564103
853202,974.0,Bihar,Bhagalpur,6136.0,629.9794661190965
783384,971.0,Assam,Bongaigaon,9153.0,942.6364572605561
825108,970.0,Jharkhand,Giridih,4394.0,452.9896907216495
221010,969.0,Uttar Pradesh,Varanasi,6861.0,708.0495356037152
735224,968.0,West Bengal,Jalpaiguri,2916.0,301.23966942148763
209302,967.0,Uttar Pradesh,Kanpur Dehat,5690.0,588.4177869700103
282002,967.0,Uttar Pradesh,Agra,9341.0,965.9772492244053
311804,966.0,Rajasthan,Bhilwara,5429.0,562.008281573499
841211,965.0,Bihar,Saran,2365.0,245.07772020725386
500052,964.0,Andhra Pradesh,Rangareddi,5149.0,534.1286307053941
782450,963.0,Assam,West Karbi Anglong,2593.0,269.2627206645898
560048,961.0,Karnataka,Bengaluru,2697.0,280.6451612903226
570019,961.0,Karnataka,Mysuru,6244.0,649.7398543184183
122107,960.0,Haryana,Mewat,9197.0,958.0208333333334
500023,960.0,Telangana,Hyderabad,9301.0,968.8541666666667
222302,960.0,Uttar Pradesh,Sultanpur,5894.0,613.9583333333334
314030,959.0,Rajasthan,Dungarpur,5721.0,596.5589155370178
207249,958.0,Uttar Pradesh,Etah,3686.0,384.7599164926931
793106,957.0,Meghalaya,South West Khasi Hills,1291.0,134.90073145245557
481001,957.0,Madhya Pradesh,Balaghat,9530.0,995.8202716823406
470117,957.0,Madhya Pradesh,Sagar,8060.0,842.2152560083595
844102,955.0,Bihar,Vaishali,8248.0,863.6649214659686
733209,955.0,West Bengal,Uttar Dinajpur,3790.0,396.85863874345546
560047,955.0,Karnataka,Bengaluru,6761.0,707.958115183246
712149,955.0,West Bengal,Hooghly,4857.0,508.586387434555
271870,954.0,Uttar Pradesh,Bahraich,4639.0,486.2683438155137
711315,952.0,West Bengal,Howrah,4737.0,497.58403361344534
250401,951.0,Uttar Pradesh,Meerut,9544.0,1003.5751840168243
484660,950.0,Madhya Pradesh,Umaria,5494.0,578.3157894736842
500072,944.0,Telangana,Medchal-malkajgiri,8602.0,911.228813559322
497224,943.0,Chhattisgarh,Balrampur,8795.0,932.661717921527
411046,942.0,Maharashtra,Pune,9163.0,972.7176220806793
385110,941.0,Gujarat,Banaskantha,3337.0,354.6227417640808
321022,940.0,Rajasthan,Bharatpur,6714.0,714.2553191489361
382440,940.0,Gujarat,Ahmedabad,8918.0,948.7234042553192
223101,938.0,Uttar Pradesh,Jaunpur,4399.0,468.97654584221743
854104,937.0,Bihar,Katihar,8247.0,880.1494130202775
226001,935.0,Uttar Pradesh,Lucknow,5459.0,583.8502673796792
721150,935.0,West Bengal,Paschim Medinipur,4604.0,492.40641711229944
787031,934.0,Assam,Lakhimpur,3677.0,393.68308351177734
451660,934.0,Madhya Pradesh,Barwani,7998.0,856.3169164882228
394716,931.0,Gujarat,The Dangs,5585.0,599.8925886143932
796321,931.0,Mizoram,Champhai,3594.0,386.03651987110635
141010,929.0,Punjab,Ludhiana,6393.0,688.1593110871905
743399,929.0,West Bengal,South Twenty Four Parganas,5107.0,549.7308934337998
801109,929.0,Bihar,Patna,5262.0,566.4155005382131
209721,929.0,Uttar Pradesh,Kannauj,7848.0,844.7793326157159
221505,928.0,Uttar Pradesh,Prayagraj,7861.0,847.0905172413793
788817,925.0,Assam,Cachar,2112.0,228.32432432432435
560062,921.0,Karnataka,Bengaluru Urban,5409.0,587.2964169381108
328022,920.0,Rajasthan,Dholpur,5886.0,639.7826086956521
